1,2073.319580
2,2073.365723
3,2073.356934
4,2073.544678
5,2073.637207
6,2073.592773
7,2073.649658
8,2073.712402
9,2073.728271
10,2073.715332
11,1936.135986
12,1812.140869
13,1700.637207
14,1600.278442
15,1509.953857
16,1428.695557
17,1355.501465
18,1289.635620
19,1230.367554
20,1177.160156
21,1129.157959
22,1085.847046
23,1046.934692
24,1011.863953
25,980.312317
26,952.015015
27,926.361023
28,903.245789
29,882.490417
30,863.732666
31,906.314087
32,944.577820
33,979.116333
34,1010.069702
35,1037.756592
36,1062.568115
37,1084.771729
38,1104.677002
39,1122.381104
40,1138.195557
41,1081.320801
42,1030.023071
43,983.676270
44,942.017822
45,904.288696
46,870.138062
47,839.297546
48,811.353760
49,786.031311
50,763.050232
51,886.184082
52,996.176086
53,1094.036865
54,1181.197754
55,1258.250122
56,1326.196045
57,1385.851807
58,1437.889038
59,1482.877441
60,1521.222534
61,1499.783691
62,1478.891968
63,1458.252075
64,1437.671143
65,1416.922363
66,1396.149048
67,1375.216675
68,1353.843872
69,1332.200806
70,1309.920776
71,1315.468750
72,1316.905518
73,1314.182617
74,1307.448975
75,1297.066162
76,1283.669189
77,1267.293701
78,1247.401611
79,1224.935547
80,1201.023804
81,1145.825684
82,1093.355957
83,1042.713745
84,994.029358
85,947.558777
86,902.688477
87,860.324158
88,819.093201
89,779.734375
90,741.974976
91,695.863953
92,652.921448
93,612.991882
94,575.120361
95,539.720459
96,506.467712
97,475.355835
98,445.229858
99,417.526886
100,391.644897
101,362.984558
102,336.653534
103,312.437408
104,290.081604
105,269.417023
106,250.061050
107,231.782166
108,215.492432
109,200.483047
110,186.494171
111,181.697845
112,176.728516
113,171.013779
114,164.816452
115,158.484192
116,151.842880
117,145.261780
118,139.000595
119,132.711731
120,126.368263
121,116.838402
122,107.969658
123,100.199203
124,92.387184
125,85.782883
126,79.802895
127,73.965134
128,68.213165
129,63.245667
130,58.531666
131,54.087875
132,50.239063
133,46.374256
134,43.015881
135,40.223499
136,37.328751
137,35.106697
138,32.975388
139,30.937941
140,29.090054
141,27.541649
142,25.818907
143,24.262196
144,22.813496
145,21.314510
146,20.546253
147,19.407324
148,18.677124
149,17.950029
150,17.079157
151,16.361267
152,16.021933
153,15.436083
154,14.788990
155,14.113779
156,13.696385
157,13.161555
158,12.664107
159,12.749525
160,12.263206
161,12.185523
162,11.816876
163,11.556918
164,11.314286
165,10.781906
166,10.352289
167,10.142167
168,9.887088
169,9.659496
170,9.593259
171,9.593406
172,9.513096
173,9.054462
174,8.748948
175,8.727030
176,8.541836
177,8.540897
178,8.757038
179,8.621574
180,8.560461
181,8.300405
182,8.461681
183,8.420619
184,8.324824
185,8.229345
186,8.120722
187,8.000726
188,7.717422
189,7.595305
190,7.549744
191,7.572577
192,7.600411
193,7.773265
194,7.768873
195,7.594649
196,7.757166
197,7.366830
198,7.240068
199,7.336724
200,7.321857
201,7.107162
202,7.319267
203,7.339840
204,7.576102
205,7.315567
206,7.083479
207,7.318759
208,7.380186
209,7.562511
210,7.291809
211,7.216278
212,7.004326
213,7.309363
214,7.041749
215,7.119501
216,7.048969
217,6.904887
218,6.571582
219,6.846539
220,6.719405
221,6.485543
222,6.734392
223,6.580309
224,6.928843
225,7.126301
226,7.323853
227,7.404229
228,7.624075
229,7.419354
230,7.423685
231,7.522286
232,7.682745
233,7.730973
234,7.767242
235,7.907009
236,7.842868
237,7.603696
238,7.493047
239,7.441531
240,7.217711
241,7.166124
242,6.946056
243,7.049578
244,6.957440
245,7.031950
246,7.105443
247,7.069116
248,6.753831
249,6.973643
250,6.637078
251,6.477827
252,6.707106
253,6.939829
254,6.782308
255,6.825531
256,6.910684
257,6.872601
258,7.106282
259,7.096607
260,6.925557
261,6.981028
262,7.209230
263,7.327446
264,7.172748
265,7.294953
266,7.235176
267,7.205914
268,7.525575
269,7.387915
270,7.546709
271,7.549221
272,7.551266
273,7.362614
274,7.528767
275,7.721030
276,7.908726
277,8.134366
278,8.096846
279,7.666726
280,7.488842
281,7.327326
282,7.124825
283,6.839556
