1,1707.479248
2,1707.359863
3,1707.182007
4,1707.114990
5,1707.247803
6,1707.300903
7,1707.175781
8,1707.110352
9,1707.121704
10,1707.192139
11,1616.372314
12,1534.669067
13,1461.086060
14,1394.842896
15,1335.354126
16,1281.799805
17,1233.463501
18,1190.094116
19,1150.990601
20,1115.833618
21,1140.934082
22,1163.378052
23,1183.639038
24,1201.790039
25,1218.128418
26,1232.840332
27,1246.149048
28,1258.063721
29,1268.715576
30,1278.128174
31,1197.497192
32,1124.921265
33,1059.599121
34,1000.772644
35,947.790344
36,900.116455
37,857.162720
38,818.470520
39,783.619324
40,752.192322
41,797.140381
42,837.535278
43,873.685242
44,906.019714
45,934.958252
46,960.935730
47,983.961243
48,1004.486450
49,1022.799133
50,1038.988892
51,1013.097168
52,989.584778
53,968.217346
54,948.813965
55,930.971252
56,914.614319
57,899.543945
58,885.818848
59,873.196960
60,861.430298
61,919.722412
62,971.366882
63,1016.835693
64,1057.046021
65,1092.034912
66,1122.445679
67,1148.484985
68,1170.493774
69,1188.990845
70,1204.086060
71,1133.219482
72,1068.660400
73,1009.979492
74,956.691040
75,907.922058
76,863.664368
77,823.212158
78,786.069824
79,752.105225
80,720.959595
81,700.521973
82,681.437622
83,663.674194
84,646.831360
85,630.788086
86,615.692078
87,601.290100
88,587.584229
89,574.602234
90,561.932983
91,542.680115
92,524.656250
93,507.948578
94,492.123016
95,477.052979
96,462.821350
97,449.453857
98,436.753418
99,424.591034
100,412.828766
101,427.556854
102,439.416077
103,448.503815
104,455.543793
105,460.397766
106,462.548431
107,463.001434
108,461.293640
109,458.430939
110,454.136688
111,443.069519
112,431.872101
113,420.254120
114,408.054352
115,395.737518
116,383.646729
117,371.025818
118,358.472321
119,346.011841
120,333.378357
121,320.921326
122,308.608276
123,296.536530
124,284.593933
125,272.811676
126,261.202332
127,249.957016
128,239.064880
129,228.410172
130,217.962234
131,211.367355
132,204.454407
133,197.649063
134,190.489746
135,183.232590
136,175.867416
137,168.502243
138,161.298080
139,154.115784
140,147.036163
141,137.469711
142,128.594727
143,120.273148
144,112.438850
145,105.101135
146,98.306999
147,91.999153
148,86.014984
149,80.617226
150,75.453880
151,70.622742
152,66.159622
153,62.019444
154,58.163616
155,54.540558
156,51.146801
157,47.996052
158,45.060822
159,42.365860
160,39.828358
161,37.206894
162,34.799202
163,32.664558
164,30.673000
165,28.769308
166,27.004374
167,25.459084
168,23.949280
