0,0,0,0
700,36.14,41.52,35.42
900,51.67,47.83,33.96
1100,59.63,57.74,45.15
1300,62.46,62.37,53.67
1500,63.92,62.30,59.09
1700,67.29,65.74,57.27
1900,66.06,65.56,54.79
2100,71.27,68.85,59.70
2300,68.90,67.64,60.97
2500,69.39,68.09,64.79
